user_Name,category,stayTime
X2KNb2A-ic3F6AXiPypJsQAAAAQ,model-and-actor,9
X2ItHqJMD1R5MTBwzjsBcgAAAAE,cat,9
X2IESbOprDMk0zGIOnL2OQAAAAM,kids,5
X2IESbOprDMk0zGIOnL2OQAAAAM,event,8
X2HwW0fFFbLsjFqfkCiHOgAAAAI,group,42
X2HwW0fFFbLsjFqfkCiHOgAAAAI,body,33
X2HwW0fFFbLsjFqfkCiHOgAAAAI,4050,18
X2HwW0fFFbLsjFqfkCiHOgAAAAI,model-and-actor,73
X2HwW0fFFbLsjFqfkCiHOgAAAAI,group,33
X2HwW0fFFbLsjFqfkCiHOgAAAAI,seminude,14
X2G4-2VKfauY-usZ8r7DpwAAAAE,dog,87
X2HcBZC6ngjaER@UPQsiRQAAAAA,dog,16
X2HPHsmj@KojYQTR-vptYwAAAAA,artwork-dark,162
X2HPHsmj@KojYQTR-vptYwAAAAA,wedding,8
X2HPHsmj@KojYQTR-vptYwAAAAA,video-excercise,2
X2HPHsmj@KojYQTR-vptYwAAAAA,video-club,3
X2HPHsmj@KojYQTR-vptYwAAAAA,video-fashion,2
X2HPHsmj@KojYQTR-vptYwAAAAA,video-music,3
X2HPHsmj@KojYQTR-vptYwAAAAA,video-club,2
X2HPHsmj@KojYQTR-vptYwAAAAA,video-excercise,2
X2HPHsmj@KojYQTR-vptYwAAAAA,video-entertainment,13
X2HPHsmj@KojYQTR-vptYwAAAAA,video-sketch,2
X2HNeFZNkzpmeHr08Q62AwAAAAA,ceo,13
X2HNeFZNkzpmeHr08Q62AwAAAAA,wedding,3
X2HNeFZNkzpmeHr08Q62AwAAAAA,ceo,41
X2HK-s3pM-RuSoovDVTFdQAAAAE,dog,26
X2HIyV61FdKrTKc4aV6MHwAAAAE,withyou,5
X2HHIN9PAjAfyEfURHVYNwAAAAA,model-and-actor,18
X2HFmqEzxLSuPVauP0nbGgAAAAE,withyou,146
X2HBTeujPymIbx6dADrQjgAAAAM,product,26
X2G6GShwGrlK55yNKVbXmwAAAAA,product,42
X2G511kZXU13d0hBgf@kZQAAAAA,video-wedding,32
X2G511kZXU13d0hBgf@kZQAAAAA,video-fashion,42
X2G511kZXU13d0hBgf@kZQAAAAA,video-sketch,13
X2G4-2VKfauY-usZ8r7DpwAAAAE,dog,19
X2G4-2VKfauY-usZ8r7DpwAAAAE,dog,9
X2G4-2VKfauY-usZ8r7DpwAAAAE,dog,19
X2G4-2VKfauY-usZ8r7DpwAAAAE,withyou,18
X2GgEByBM1WNNziaNXq8KwAAAAE,body,2
X2GZwaFgi54jGK9s03YJfwAAAAA,body,18
X2GYbpiGB1XviB9mzs3RtQAAAAM,body,51
X2F5hSslvlynzaqWUGLPrAAAAAA,ceo,51
X2F5hSslvlynzaqWUGLPrAAAAAA,person,2
X2Fh0ESbDmKJO2yNDnOnegAAAAM,model-and-actor,2
X2FeB@jmgeVYkop5Mrl1FAAAAAI,bj,13
X2FeB@jmgeVYkop5Mrl1FAAAAAI,group,208
X2FeB@jmgeVYkop5Mrl1FAAAAAI,product,3
X2FeB@jmgeVYkop5Mrl1FAAAAAI,model-and-actor,51
X2FeB@jmgeVYkop5Mrl1FAAAAAI,ceo,85
X2BvPTjWGVvhuy2JzMwpygAAAAM,body,9
X2FXAPbls48oxhL18@2czQAAACU,body,18
X08749bX3pGpllTnHS2HggAAAAM,seminude,3
X08749bX3pGpllTnHS2HggAAAAM,seminude,13
X08749bX3pGpllTnHS2HggAAAAM,ceo,18
X2EhghVmD-ywwcSLId9GQwAAAAE,lookbook,41
X2EhghVmD-ywwcSLId9GQwAAAAE,ceo,14
X2EhghVmD-ywwcSLId9GQwAAAAE,seminude,8
X2EhghVmD-ywwcSLId9GQwAAAAE,person,13
X2EhghVmD-ywwcSLId9GQwAAAAE,bj,13
X2EhghVmD-ywwcSLId9GQwAAAAE,person,5
X2EhghVmD-ywwcSLId9GQwAAAAE,group,6
X2EhghVmD-ywwcSLId9GQwAAAAE,location,2
X2EhghVmD-ywwcSLId9GQwAAAAE,seminude,3
X2EhghVmD-ywwcSLId9GQwAAAAE,body,6
X2EhghVmD-ywwcSLId9GQwAAAAE,couple,6
X2EhghVmD-ywwcSLId9GQwAAAAE,kids,2
X2EhghVmD-ywwcSLId9GQwAAAAE,4050,8
X2EhghVmD-ywwcSLId9GQwAAAAE,artwork-creative-h-and-m,14
X2EhghVmD-ywwcSLId9GQwAAAAE,artwork-creative-h-and-m,13
X2EhghVmD-ywwcSLId9GQwAAAAE,musician,26
X2C84o2bQ8YEPDzpAp4STwAAAAM,dog,19
X2C2HYCJDUeEodCppNMRSQAAAAE,wedding,13
X2Ckwwg15SWEDV3Lnk8pzQAAAAM,body,1
X2CjxXCpJopTvQ0SxMwCjQAAAAU,musician,3
X2CjxXCpJopTvQ0SxMwCjQAAAAU,kids,2
X2CjxXCpJopTvQ0SxMwCjQAAAAU,location,33
X2CjxXCpJopTvQ0SxMwCjQAAAAU,seminude,6
X2CjxXCpJopTvQ0SxMwCjQAAAAU,wedding,1
X2CjxXCpJopTvQ0SxMwCjQAAAAU,video-music,2
X2CjxXCpJopTvQ0SxMwCjQAAAAU,wedding,14
X2CimjWDMD8r--WlxfAQmAAAAAU,body,42
X2Ch6dL13WNjY79kl5szoQAAAAI,model-and-actor,3
X2CS1LTDaTUWn4iRW1yYbwAAAAE,dog,2
X2CO9M8cfzRpeQvjY-G8nwAAAAA,seminude,10
X2CO9M8cfzRpeQvjY-G8nwAAAAA,body,42
X2CO9M8cfzRpeQvjY-G8nwAAAAA,artwork-dark,13
X2CO9M8cfzRpeQvjY-G8nwAAAAA,person,13
X2CO9M8cfzRpeQvjY-G8nwAAAAA,body,18
X2CNB3LENpuNekyhuHHGGQAAAAM,model-and-actor,19
X2CNB3LENpuNekyhuHHGGQAAAAM,ceo,6
X2CNB3LENpuNekyhuHHGGQAAAAM,person,19
X2CKQXTSkUAVzoJueL@xUgAAAAM,lookbook,18
X2Bz-P96rKurl6LiezPydAAAAAE,kids,2
X2BunIa@kRa3mn2EPocqFgAAAAQ,person,62
X2BunIa@kRa3mn2EPocqFgAAAAQ,landscape,51
X2BunIa@kRa3mn2EPocqFgAAAAQ,landscape,5
X2BunIa@kRa3mn2EPocqFgAAAAQ,lookbook,32
X2BunIa@kRa3mn2EPocqFgAAAAQ,uniform,6
X2BunIa@kRa3mn2EPocqFgAAAAQ,product,3
X2BunIa@kRa3mn2EPocqFgAAAAQ,fashionshow,25
X2BunIa@kRa3mn2EPocqFgAAAAQ,street,72
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-wedding,41
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-fashion,5
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-music,6
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-excercise,3
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-club,5
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-sketch,314
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-sketch,19
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-excercise,6
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-wedding,5
X2BkTZs3OFOX4H6Djl2BeAAAAAM,video-entertainment,5
X2BXjgD0HqZZM3YZpoWLNQAAAAM,dog,8
X2BGeyLxUUZn7ddexUoNwwAAAAE,couple,6
X2AdH4E-5PEWco6lYLGMcwAAAAI,product,33
X2AdH4E-5PEWco6lYLGMcwAAAAI,wedding,5
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-excercise,32
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-fashion,32
X2A64B0xNlxZwWswBubXqAAAAAI,zoo,1
X2A64B0xNlxZwWswBubXqAAAAAI,zoo,26
X2A64B0xNlxZwWswBubXqAAAAAI,zoo,18
X2A64B0xNlxZwWswBubXqAAAAAI,landscape,19
X2A64B0xNlxZwWswBubXqAAAAAI,zoo,6
X2A64B0xNlxZwWswBubXqAAAAAI,club,5
X2ArJsxku8yEbm2l@QHB9AAAAAU,product,9
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-club,9
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-sketch,32
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-entertainment,41
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-fashion,14
X2AdH4E-5PEWco6lYLGMcwAAAAI,video-excercise,8
X19DIK7vEYkRE@1AXoUGMQAAAAI,withyou,3
X19DIK7vEYkRE@1AXoUGMQAAAAI,dog,2
X1-UCpEm4oYBbV8QxAV@wAAAAAE,video-music,128
X1-UCpEm4oYBbV8QxAV@wAAAAAE,video-music,8
X1@Rv9VwTQYTJGxgGddoPAAAAAM,body,5
X1@PKhA@CUBSz2ukMljKigAAAAQ,body,9
X1@OtC9P2Dh5SQvagRn@PAAAAAE,person,8
X1@OXVMl-pBWRTJjdkMqNAAAAAQ,body,13
X1@KevXxKE93dH8aZ8GpSgAAAAE,body,51
X19DIK7vEYkRE@1AXoUGMQAAAAI,withyou,28
X19DIK7vEYkRE@1AXoUGMQAAAAI,dog,6
X19DIK7vEYkRE@1AXoUGMQAAAAI,withyou,14
X19DIK7vEYkRE@1AXoUGMQAAAAI,dog,35
X18@HWCSZJrarzH-COH2ygAAAAI,artwork-dark,19
X18@HWCSZJrarzH-COH2ygAAAAI,evil-omen,19
X18@HWCSZJrarzH-COH2ygAAAAI,portrait-strong,13
X18@HWCSZJrarzH-COH2ygAAAAI,good-omen,2
X18@HWCSZJrarzH-COH2ygAAAAI,artwork-creative-h-and-m,13
X18wamhbIFl1qejOYfTxNQAAAAQ,person,13
X18wamhbIFl1qejOYfTxNQAAAAQ,product,6
X18ubZMZl6lDAoX3SR3PEwAAAAI,body,18
X18ns6kOdECWv6WH2nGECQAAAAI,body,32
X18ns6kOdECWv6WH2nGECQAAAAI,body,2
X18ns6kOdECWv6WH2nGECQAAAAI,artwork-dark,9
X18eajAfqDhSqPJqnuxAeQAAAAQ,body,86
X18BBpoEMU832qOsT5BkxwAAAAM,location,19
X17vQ7WyYxh7BN-3zvvXZAAAAAI,ceo,18
X17ty@T2zfKnnheaM3RdOwAAAAA,body,26
X17YkjwD8GJwxyOm3nIBzQAAAAM,body,5
X17SWYnRcQ41WbckVmX6DwAAAAM,person,6
X17GueSdGGk84MKd2uylHwAAAAE,body,8
X168E5utsL55Jxx0wCHMBAAAAAQ,body,62
X168E5utsL55Jxx0wCHMBAAAAAQ,dog,32
X168E5utsL55Jxx0wCHMBAAAAAQ,food,8
X168E5utsL55Jxx0wCHMBAAAAAQ,portrait-strong,26
X1663FiDIMUPOpYYw8uxEQAAAAE,lookbook,21
X165HLd7NJojs8AH@7cLMQAAAAM,artwork-creative-h-and-m,2
X165HLd7NJojs8AH@7cLMQAAAAM,artwork-creative-h-and-m,2
X165HLd7NJojs8AH@7cLMQAAAAM,club,14
X165HLd7NJojs8AH@7cLMQAAAAM,person,50
X165HLd7NJojs8AH@7cLMQAAAAM,model-and-actor,13
X16s4AbzaRpgzWmSUp7BiQAAAAA,animalcompany,2
X16s4AbzaRpgzWmSUp7BiQAAAAA,dog,8
X16s4AbzaRpgzWmSUp7BiQAAAAA,animalcompany,42
X16eluweekbcaL95ATWxGAAAAAI,body,25
X149w4XrZUiC6gi3NZvatwAAAAE,lookbook,85
X149w4XrZUiC6gi3NZvatwAAAAE,seminude,23
X149w4XrZUiC6gi3NZvatwAAAAE,body,13
X149CJjwlNG7l5isYrtxKgAAAAE,lookbook,19
X149CJjwlNG7l5isYrtxKgAAAAE,person,6
X140-8ptuhyBjYxrFDV1-QAAAAM,person,8
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,person,26
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,model-and-actor,26
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,body,26
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,dog,19
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,model-and-actor,5
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,person,19
X14zxlFCd-0H4LhQNQQ4OwAAAAQ,musician,26
X14xu5LVcsMkTjV-D8zCHQAAAAM,model-and-actor,85
X14xu5LVcsMkTjV-D8zCHQAAAAM,model-and-actor,33
X14xu5LVcsMkTjV-D8zCHQAAAAM,person,32
X14wBhFrrWeVU0ue2fH--wAAAAE,dog,25
X14rNWvmovlVlVNQUhvS7QAAAAE,body,9
X14nf76rIT3skpPi@jz@DAAAAAM,body,2
X14nf76rIT3skpPi@jz@DAAAAAM,body,44
X14MtFgx23CDdlK5n0z8@gAAAAI,street,51
X14MtFgx23CDdlK5n0z8@gAAAAI,body,26
X14MtFgx23CDdlK5n0z8@gAAAAI,landscape,26
X14MtFgx23CDdlK5n0z8@gAAAAI,lookbook,62
X14MtFgx23CDdlK5n0z8@gAAAAI,food,52
X14MtFgx23CDdlK5n0z8@gAAAAI,uniform,26
X14MtFgx23CDdlK5n0z8@gAAAAI,product,8
X14JTZlOM7dp2TYOyJETAwAAAAI,dog,98
X1M3JTg3mEgL3x8j0aRZaQAAAAA,body,9
X13LPTMpv0AhDYD6n3lKnQAAAAI,body,33
X1252r3hxfcxmmK8UwK52AAAAAQ,lookbook,13
X12xMXf8gdefLEtoLtA8GgAAAAM,body,4
X12nNWKwMzOOvbMABhm3XAAAAAQ,body,18
X0zz9S4MK3Kh1b-2uaUKQgAAAAI,dog,51
X0zz9S4MK3Kh1b-2uaUKQgAAAAI,dog,265
X12Xck4OxnpkhpZ8zW0IuQAAAAE,lookbook,51
X08749bX3pGpllTnHS2HggAAAAM,lookbook,11
X1shMc70rdOEBv3RHwBF5gAAAAI,video-fashion,32
X1zQr2Ny2W0KhrfMXRZUwgAAAAA,body,2
X1zQr2Ny2W0KhrfMXRZUwgAAAAA,body,62
X1zQr2Ny2W0KhrfMXRZUwgAAAAA,kids,8
X1zQr2Ny2W0KhrfMXRZUwgAAAAA,body,32
X1zQr2Ny2W0KhrfMXRZUwgAAAAA,seminude,26
X1iu0X47vZeyr24tzvkrvgAAAAQ,model-and-actor,6
X1yxHzKTh7WUB6DCAugc6AAAAAM,body,51
X1obi2njpSUhAwMIsDQGtAAAAAU,dog,3
X1yYP8mBR3IisoRGR7LzQAAAAAA,dog,9
X1yEIAS75CpPSlY7MXbu9AAAAAE,seminude,9
X1x5O-tKFk0muUqeAOP4ZAAAAAQ,body,5
X1w1X-@tAoymRLRobj6WZAAAAAM,evil-omen,10
X1w1X-@tAoymRLRobj6WZAAAAAM,artwork-dark,2
X1w1X-@tAoymRLRobj6WZAAAAAM,wedding,13
X1wbqCdROYgSXYqULkY8AwAAAAA,seminude,51
X1wbqCdROYgSXYqULkY8AwAAAAA,body,99
X1wbqCdROYgSXYqULkY8AwAAAAA,person,72
X1v9CTIDgXvWwTuDU6VpcgAAAAI,body,32
X1v9CTIDgXvWwTuDU6VpcgAAAAI,seminude,52
X1v9CTIDgXvWwTuDU6VpcgAAAAI,person,62
X1vHIJvYzUzKHxE4lXy1cQAAAAA,person,32
X1vHIJvYzUzKHxE4lXy1cQAAAAA,body,63
X1vHIJvYzUzKHxE4lXy1cQAAAAA,4050,6
X1cTfipNmf3rn-94G86aVwAAAAI,dog,2
X1ulc1JPKjjYn4Wn677FiwAAAAI,ceo,26
X1ulc1JPKjjYn4Wn677FiwAAAAI,4050,6
X1ulc1JPKjjYn4Wn677FiwAAAAI,kids,5
X1ulc1JPKjjYn4Wn677FiwAAAAI,wedding,9
X1ulc1JPKjjYn4Wn677FiwAAAAI,evil-omen,8
X1ulc1JPKjjYn4Wn677FiwAAAAI,person,25
X1ulc1JPKjjYn4Wn677FiwAAAAI,ceo,19
X1uklPVhchma-5ZfAR8f0wAAAAE,body,26
X1uehBtCgTcyTNK87mKBkQAAAAQ,bj,8
X1uehBtCgTcyTNK87mKBkQAAAAQ,model-and-actor,9
X1uehBtCgTcyTNK87mKBkQAAAAQ,seminude,113
X1uehBtCgTcyTNK87mKBkQAAAAQ,lookbook,18
X1uehBtCgTcyTNK87mKBkQAAAAQ,body,32
X1uehBtCgTcyTNK87mKBkQAAAAQ,seminude,2
X1uDchhjdMw1TKndMDk1@wAAAAE,lookbook,9
X1uDO29twBmbn04XZI7ErAAAAAM,model-and-actor,33
X1uDO29twBmbn04XZI7ErAAAAAM,model-and-actor,2
X1oJ9OG7mX8TTI-gf6r2gQAAAAE,model-and-actor,35
X1te5rxEK9KxoFB6MBz9ewAAAAM,body,13
X1tcgfvz@XPayExq4QtySwAAAAA,body,19
X1tcgfvz@XPayExq4QtySwAAAAA,body,33
X1tcgfvz@XPayExq4QtySwAAAAA,person,8
X1s99jHrYof@s7MHQ1MP6gAAAAI,person,61
X1s99jHrYof@s7MHQ1MP6gAAAAI,dog,62
X1s4d0EbNy@Hf-HH61coNwAAAAA,withyou,32
X1s4d0EbNy@Hf-HH61coNwAAAAA,dog,5
X1slIz05IWZC54pQ@HPecAAAAAU,person,13
X1slIz05IWZC54pQ@HPecAAAAAU,panorama,41
X1slIz05IWZC54pQ@HPecAAAAAU,video-club,6
X1slIz05IWZC54pQ@HPecAAAAAU,group,26
X1slIz05IWZC54pQ@HPecAAAAAU,cat,26
X1sk986jwJwqH1vqMhvBIwAAAAQ,panorama,6
X1sk986jwJwqH1vqMhvBIwAAAAQ,panorama,8
X1sdS7xX7ZQySR67WDNF4wAAAAI,dog,8
X1sYyhW9hVMqg11GyyadwgAAAAM,animalcompany,14
X1sYyhW9hVMqg11GyyadwgAAAAM,dog,18
X1rXi@VLvfHIH8zjzNrQgwAAAAA,body,41
X1qfebp@yW3-t@XY33zTFgAAAAE,person,33
X1q6bUMsQMutCnIgIX7SrgAAAAI,model-and-actor,41
X1qfebp@yW3-t@XY33zTFgAAAAE,dog,18
X1qfebp@yW3-t@XY33zTFgAAAAE,dog,3
X1qfebp@yW3-t@XY33zTFgAAAAE,withyou,19
X1qaL69kHN3Uc66WPeNTWAAAAAQ,dog,2
X1qaL69kHN3Uc66WPeNTWAAAAAQ,dog,26
X1qaL69kHN3Uc66WPeNTWAAAAAQ,withyou,19
X1qLyCE0lsNhWOcz2B7vTwAAAAE,dog,9
X1qJeUCIRiHipZ3eYE2JwwAAAAQ,panorama,51
X1p9xRjZthvkbPz0jUdvGQAAAAM,body,33
X1p9dsOtJ34wPu24DiVTfQAAAAQ,artwork-creative-h-and-m,8
X1p9dsOtJ34wPu24DiVTfQAAAAQ,wedding,6
X1p9dsOtJ34wPu24DiVTfQAAAAQ,person,9
X1p9dsOtJ34wPu24DiVTfQAAAAQ,musician,25
X1p9dsOtJ34wPu24DiVTfQAAAAQ,evil-omen,2
X1p9dsOtJ34wPu24DiVTfQAAAAQ,artwork-dark,2
X1pIu7doL5102EY7P2PVugAAAAM,dog,9
X1pIu7doL5102EY7P2PVugAAAAM,dog,2
X1pF@dHIeTH5VD0o7xlzKQAAAAE,model-and-actor,6
X1pDwJJBUgTEel6HdOHw@QAAAAk,panorama,51
X1pDwJJBUgTEel6HdOHw@QAAAAk,tour,6
X1pDwJJBUgTEel6HdOHw@QAAAAk,lookbook,129
X1pC154UvaH1V9E0XvibSQAAAAA,dog,85
X1o4F79WQqljWoulVA3t@wAAAAM,dog,25
X1o-0pbEP05jgQEpIt4WhwAAAAU,withyou,86
X1o-0pbEP05jgQEpIt4WhwAAAAU,dog,61
X1o-0pbEP05jgQEpIt4WhwAAAAU,withyou,32
